id|estado|cidade|bairro|rua|cep|numero|id_usuario
640|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|907|640
641|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|741|641
642|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|398|642
643|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|376|643
644|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|105|644
645|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|364|645
646|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|83|646
647|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|429|647
648|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|431|648
649|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|555|649
650|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|366|650
651|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|902|651
652|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|464|652
653|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|760|653
654|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|686|654
655|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|431|655
656|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|457|656
657|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|636|657
658|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|81|658
659|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|891|659
660|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|963|660
661|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|169|661
662|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|482|662
663|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|770|663
664|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|933|664
665|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|144|665
666|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|269|666
667|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|565|667
668|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|997|668
669|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|169|669
670|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|309|670
671|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|371|671
672|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|712|672
673|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|304|673
674|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|234|674
675|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|282|675
676|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|930|676
677|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|620|677
678|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|882|678
679|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|357|679
680|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|116|680
681|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|786|681
682|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|857|682
683|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|556|683
684|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|619|684
685|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|199|685
686|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|225|686
687|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|488|687
688|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|379|688
689|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|264|689
690|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|305|690
691|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|375|691
692|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|2|692
693|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|445|693
694|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|29|694
695|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|574|695
696|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|12|696
697|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|928|697
698|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|960|698
699|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|459|699
700|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|576|700
701|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|419|701
702|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|892|702
703|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|364|703
704|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|991|704
705|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|331|705
706|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|867|706
707|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|126|707
708|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|539|708
709|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|295|709
710|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|965|710
711|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|504|711
712|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|204|712
713|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|648|713
714|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|805|714
715|SP|Araras|Centro|Rua Benedita Nogueira|13600-120|847|715
716|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|988|716
717|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|195|717
718|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|376|718
719|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|850|719
720|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|182|720
721|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|518|721
722|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|747|722
723|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|17|723
724|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|292|724
725|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|798|725
726|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|977|726
727|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|472|727
728|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|529|728
729|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|19|729
730|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|650|730
731|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|86|731
732|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|942|732
733|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|844|733
734|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|536|734
735|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|494|735
736|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|671|736
737|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|948|737
738|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|237|738
739|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|192|739
740|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|530|740
741|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|879|741
742|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|191|742
743|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|559|743
744|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|487|744
745|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|230|745
746|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|769|746
747|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|577|747
748|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|981|748
749|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|278|749
750|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|611|750
751|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|44|751
752|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|893|752
753|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|274|753
754|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|516|754
755|SP|Avaré|Parque Santa Elizabeth I|Rua José Constâncio|18701-630|957|755
756|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|263|756
757|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|925|757
758|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|491|758
759|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|609|759
760|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|630|760
761|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|508|761
762|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|219|762
763|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|849|763
764|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|307|764
765|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|459|765
766|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|158|766
767|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|986|767
768|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|249|768
769|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|986|769
770|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|705|770
771|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|711|771
772|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|785|772
773|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|538|773
774|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|419|774
775|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|216|775
776|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|265|776
777|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|685|777
778|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|593|778
779|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|511|779
780|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|846|780
781|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|5|781
782|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|426|782
783|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|833|783
784|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|250|784
785|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|853|785
786|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|443|786
787|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|481|787
788|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|208|788
789|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|21|789
790|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|706|790
791|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|205|791
792|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|383|792
793|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|15|793
794|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|723|794
795|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|417|795
796|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|591|796
797|SP|Santos|Areia Branca|Rua Sargento Alcides Perazolla|11086-040|37|797
798|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|291|798
799|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|72|799
800|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|651|800
801|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|352|801
802|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|924|802
803|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|719|803
804|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|97|804
805|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|98|805
806|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|125|806
807|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|363|807
808|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|699|808
809|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|825|809
810|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|396|810
811|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|650|811
812|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|615|812
813|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|553|813
814|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|277|814
815|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|805|815
816|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|240|816
817|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|92|817
818|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|961|818
819|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|504|819
820|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|765|820
821|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|997|821
822|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|553|822
823|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|20|823
824|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|689|824
825|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|535|825
826|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|396|826
827|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|651|827
828|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|234|828
829|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|876|829
830|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|478|830
831|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|226|831
832|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|297|832
833|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|12|833
834|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|966|834
835|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|70|835
836|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|53|836
837|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|823|837
838|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|537|838
839|RJ|Rio de Janeiro|Dumas|Rua Humberto Mauro|23550-220|541|839
840|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|67|840
841|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|584|841
842|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|115|842
843|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|407|843
844|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|164|844
845|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|662|845
846|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|434|846
847|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|84|847
848|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|711|848
849|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|473|849
850|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|969|850
851|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|326|851
852|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|869|852
853|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|838|853
854|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|42|854
855|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|908|855
856|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|167|856
857|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|109|857
858|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|971|858
859|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|737|859
860|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|282|860
861|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|443|861
862|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|429|862
863|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|879|863
864|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|802|864
865|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|958|865
866|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|979|866
867|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|850|867
868|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|629|868
869|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|577|869
870|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|696|870
871|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|890|871
872|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|559|872
873|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|241|873
874|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|154|874
875|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|896|875
876|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|866|876
877|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|760|877
878|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|692|878
879|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|311|879
880|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|216|880
881|RJ|Resende|Fazenda da Barra 2|Rua Mariana|27540-260|230|881
882|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|47|882
883|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|354|883
884|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|529|884
885|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|498|885
886|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|665|886
887|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|569|887
888|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|223|888
889|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|429|889
890|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|155|890
891|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|936|891
892|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|693|892
893|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|681|893
894|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|951|894
895|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|668|895
896|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|412|896
897|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|816|897
898|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|540|898
899|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|620|899
900|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|300|900
901|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|929|901
902|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|641|902
903|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|432|903
904|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|747|904
905|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|15|905
906|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|721|906
907|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|769|907
908|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|977|908
909|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|685|909
910|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|749|910
911|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|855|911
912|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|356|912
913|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|774|913
914|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|316|914
915|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|749|915
916|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|521|916
917|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|650|917
918|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|972|918
919|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|205|919
920|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|887|920
921|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|756|921
922|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|553|922
923|RJ|Seropédica|São Miguel|Rua Belvedere|23893-705|948|923
924|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|976|924
925|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|799|925
926|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|36|926
927|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|388|927
928|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|129|928
929|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|438|929
930|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|646|930
931|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|34|931
932|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|381|932
933|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|17|933
934|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|169|934
935|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|199|935
936|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|546|936
937|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|440|937
938|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|263|938
939|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|586|939
940|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|444|940
941|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|141|941
942|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|453|942
943|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|42|943
944|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|42|944
945|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|148|945
946|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|690|946
947|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|388|947
948|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|395|948
949|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|951|949
950|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|23|950
951|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|998|951
952|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|903|952
953|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|268|953
954|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|394|954
955|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|668|955
956|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|594|956
957|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|356|957
958|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|854|958
959|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|497|959
960|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|899|960
961|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|825|961
